id,created_at,updated_at,status,code_sap,name,fantasy,system,retroactive,owner
260,2019-12-03 15:55:28,2020-01-10 11:45:28,True,10545055,TARUMA COMERCIO E REPRES LTDA,TARUMÃ,,,1
261,2019-12-03 15:55:28,2019-12-03 15:55:28,True,10433888,TEMA AGRIC COM E SERV LTDA,TEMA,,,1
262,2019-12-03 15:55:28,2019-12-03 15:55:28,True,10434263,TERRA FERTIL AGRO LTDA,TERRA FÉRT,,,1
263,2019-12-03 15:55:28,2019-12-03 15:55:28,True,10434171,TERRA NOVA COM REP ASSIS TEC AGRIC,TERRA NOVA,,,1
273,2019-12-03 15:55:28,2019-12-03 15:55:28,True,10434280,YOSHIDA & HIRATA LTDA,YOSHIDA HIRATA,,,1
274,2019-12-09 11:57:23,2019-12-26 13:47:37,True,10641051,AVANTIAGRO COMERCIAL AGRICOLA LTDA,AVANTIAGRO,,,1
269,2019-12-03 15:55:28,2020-02-14 13:51:08,True,10548790,UNIAO AGROCOMERCIAL LTDA ME,UNIAO,,,1
246,2019-12-03 15:55:28,2020-02-14 13:51:57,True,10433582,SOBERANA EQUIPAMENTOS AGROP LTDA,SOBERANA,,,1
152,2019-12-03 15:55:28,2020-04-07 11:11:34,True,10548459,COOP TRIT TAPERENSE LTDA,COTRISOJA,,,1
238,2019-12-03 15:55:28,2020-04-14 15:54:03,True,10546295,SANTANA PRODUTOS AGROPECUARIOS LTDA,PARASUL AGRICOLA,,,1
239,2019-12-03 15:55:28,2020-08-24 11:15:15,True,10434295,SARTI E SILVA COM PROD AG,SM AGRO,,,1
231,2019-12-03 15:55:28,2020-01-21 17:09:53,True,10434431,RURAL MAIS AGRONEGOCIOS LTDA,RURAL MAIS,,,1
247,2019-12-03 15:55:28,2020-05-05 16:56:17,False,10619737,SOL A SOL COMERCIAL AGRICOLA LTDA,SOL A SOL,,,1
240,2019-12-03 15:55:28,2020-01-27 17:53:43,True,10433884,SASAHARA AGR E PEC LTDA,SASAHARA,,,1
139,2019-12-03 15:55:28,2020-01-28 09:57:00,True,10433601,COOP REG AGROP DE CAMPOS NOVOS COPE,COOPERCAMPOS,,,1
244,2019-12-03 15:55:28,2020-01-29 09:16:26,True,10433791,SINAGRO PRODUTOS AGROP SA,SINAGRO - MT,,,1
270,2019-12-03 15:55:28,2020-02-14 13:52:58,True,10434565,UNISOY SOLUCOES AGRICOLAS LTDA,UNISOY,,,1
250,2019-12-03 15:55:28,2020-02-14 12:40:37,True,10439519,SOMAR PRODUTOS AGRICOLAS LTDA,SOMAR,,,1
249,2019-12-03 15:55:28,2020-02-14 13:55:00,True,10559900,SOMA CRISTALINA COM E REPRES LTDA,SOMA CRISTALINA,,,1
255,2019-12-03 15:55:28,2020-02-14 13:57:50,True,10434455,SUPER SAFRA AGROPECUARIA LTDA,SUPER SAFRA,,,1
284,2020-08-24 10:55:29,2020-08-24 10:55:29,True,10628955,INOVA AGRIC LTDA,-,,,1
281,2020-04-28 17:12:40,2020-04-28 17:12:40,True,10483240,PRODUTECNICA NORTE COM DEF AGRIC LT,PRODUTECNICA NORTE,,,1
256,2019-12-03 15:55:28,2020-02-14 13:36:47,True,10533200,SUPRA COM E REP DE PROD AGRIC LTDA,SUPRA,,,1
126,2019-12-03 15:55:28,2020-02-12 14:00:03,True,10550387,COOP CAF DE CAMPOS GERAIS E CAMPO,COOPERCAM,,,1
287,2020-08-24 11:16:54,2020-08-24 11:16:54,True,10433442,AGROPECUARIA JOCLA LTDA,-,,,1
277,2020-04-28 17:11:50,2020-04-28 17:18:19,True,10553305,BUSCHLE E LEPPER SA,BUSCHLE E LEPPER,,,1
285,2020-08-24 10:57:57,2020-08-24 10:57:57,True,10679728,PARASUL AGRIC COM DE INS AGRIC LTDA,PARASUL AGRICOLA,,,1
279,2020-04-28 17:12:16,2020-05-05 16:08:12,True,10551247,EVIDENCIA AGRIC COM REP P AGROP LTD,EVIDENCIA,,,1
286,2020-08-24 11:03:24,2020-08-24 11:03:24,True,10526544,CONFIANCA AGRICOLA LTDA,TERRA NOVA,,,1
71,2019-12-03 15:55:28,2020-02-14 10:59:31,True,10548562,COAGRISOL COOP AGROINDUSTRIAL,COAGRISOL,,,1
232,2019-12-03 15:55:28,2020-05-05 16:34:53,True,10551760,RURALTEC COM E REPRES PROD AGRIC LT,RURALTEC,,,1
228,2019-12-03 15:55:28,2020-02-14 12:11:06,True,10569641,RURAL AGRO COM ATAC MEDIC VET LTDA,RURAL AGRO,,,1
235,2019-12-03 15:55:28,2020-02-14 12:12:59,True,10547876,SANDRI AGROINSUMOS LTDA,TK,,,1
237,2019-12-03 15:55:28,2020-02-14 12:20:56,True,10552883,SANTAGRO COMERCIAL AGRICOLA LTDA,SANTAGRO,,,1
234,2019-12-03 15:55:28,2020-02-14 13:46:40,True,10554012,SALGUEIRO E SOUSA PRODUTOS AGRIC LT,LIDERAGRO,,,1
245,2019-12-03 15:55:28,2020-05-05 16:10:50,True,10551599,SIVIERO CEREAIS INS AGRIC E TRANSP,SIVIERO,,,1
283,2020-04-28 17:13:28,2020-04-28 17:23:14,True,10643459,ATUA AGRO SYNGENTA COMERCIAL AGRICOLA LTDA - SANTA MARIA,ATUA AGRO - SANTA MARIA,,,1
264,2019-12-03 15:55:28,2020-02-14 14:00:03,True,10433659,TERRENA AGRONEGOCIOS LTDA,TERRENA,,,1
266,2019-12-03 15:55:28,2020-02-14 14:01:59,True,10544914,TRITEC EQUIPAMENTOS LTDA,TRITEC,,,1
267,2019-12-03 15:55:28,2020-02-14 14:04:10,True,10548563,U S FERNANDES E CIA LTDA,CIA DO PRODUTOR,,,1
36,2019-12-03 15:55:28,2020-08-24 11:15:56,True,10552145,SANDRI AGROINSUMOS AGROP LTDA,SEMENTE DOURADA,,,1
252,2019-12-03 15:55:28,2020-05-05 16:37:44,True,10546499,SONNORA COMERCIAL AGRICOLA LTDA,SONNORA,,,1
282,2020-04-28 17:13:03,2020-05-05 16:24:46,True,10643379,ATUA AGRO SYNGENTA COMERCIAL AGRICOLA LTDA - IJUI,ATUA AGRO - IJUI,,,1
148,2019-12-03 15:55:28,2020-05-05 15:57:24,True,10433672,COOP TRIT MISTA CAMPO NOVO LTDA,COTRICAMPO,,,1
216,2019-12-03 15:55:28,2020-05-05 16:28:02,True,10552126,PLANTAR E COLHER REPR COM PROD AGRI,PLANTAR E COLHER,,,1
280,2020-04-28 17:12:25,2020-04-28 17:21:16,True,10634743,JSM COM E REPRES PRODUTO AGROP LTDA,SETEC,,,1
253,2019-12-03 15:55:28,2020-05-05 16:42:36,True,10544903,SUL BRASIL COM DE CEREAIS LTDA,SUL BRASIL,,,1
275,2019-12-26 13:20:48,2020-05-05 15:46:22,True,10549502,AGROSONNORA COML AGRIC LTDA,AGROSONNORA,,,1
268,2019-12-03 15:55:28,2020-05-05 16:02:07,True,10434115,UDIAGRO COM E REP DE DEF AGRIC LTDA,UDIAGRO,,,1
271,2019-12-03 15:55:28,2020-05-05 16:28:58,True,10434145,V J FUCHS CIA LTDA,V J FUCHS,,,1
233,2019-12-03 15:55:28,2020-05-05 16:05:34,True,10550580,S B RUBENICH & CIA LTDA,COXILHA,,,1
265,2019-12-03 15:55:28,2020-05-05 16:27:20,True,10434142,TONI CEREALISTA LTDA,TONI,,,1
272,2019-12-03 15:55:28,2020-05-05 16:29:51,True,10434015,W2 AGRONEGOCIOS LTDA,W2,,,1
241,2019-12-03 15:55:28,2020-05-05 16:32:30,True,10549020,SEARA COML AGRIC LTDA,SEARA,,,1
229,2019-12-03 15:55:28,2020-05-05 16:42:52,True,10610115,RURAL COM E REPR AGRICOLAS LTDA,CASA RURAL,,,1
278,2020-04-28 17:12:04,2020-05-05 16:41:34,True,10433834,COOP DOS BATAT DA REG DE V GDE DO S,COOPERBATATA,,,1
254,2019-12-03 15:55:28,2020-05-05 16:44:56,True,10550753,SUL FERTIL COM DE PROD AGRICOLAS LT,SUL FERTIL,,,1
257,2019-12-03 15:55:28,2020-05-05 16:45:11,True,10434248,SYAGRI AGRONEGOCIOS COM E REP LTDA,SYAGRI,,,1
